id;name;image;description;realease date;developer;publisher;player;genres;platforms;metacritic;value
0;Cyberpunk 2077;https://media.rawg.io/media/games/26d/26d4437715bee60138dab4a7c8c59c92.jpg;Cyberpunk 2077 é uma história de ação e aventura de mundo aberto ambientada em Night City, uma megalópole obcecada por poder, glamour e biomodificações. Você joga como V, um mercenário fora da lei atrás de um implante único que carrega a chave da imortalidade.;19/11/2020;CD PROJEKT RED;CD PROJEKT RED;Singleplayer;Action, RPG;pc, PlayStation 4, PlayStation 5,  Xbox one;null; 219.11 
1;Apex Legends;https://media.rawg.io/media/games/b72/b7233d5d5b1e75e86bb860ccc7aeca85.jpg;Apex Legends é um jogo eletrônico free-to-play do gênero battle royale desenvolvido pela Respawn Entertainment e publicado pela Electronic Arts. Situado no mesmo universo da série Titanfall, o jogo foi revelado e lançado em um anúncio surpresa em 4 de fevereiro de 2019 para Microsoft Windows, Xbox One e PlayStation 4.;04/02/2019;Respawn Entertainment;Electronic Arts;multiplayer;Action, Shooter, Adventure, Massively Multiplayer;pc, PlayStation 4,  Xbox one;88; R$ -   
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;; ;;;;;;;;
